x,y,z,t
174.5,188.16666666666666,4.0,1.0
174.16666666666666,189.5,4.0,2.0
171.5,189.5,4.0,3.0
168.83333333333334,183.5,4.0,4.0
164.5,180.83333333333334,4.0,5.0
156.16666666666666,184.83333333333334,4.0,6.0
150.5,191.16666666666666,4.0,7.0
145.83333333333334,195.16666666666666,4.0,8.0
133.16666666666666,200.83333333333334,4.0,9.0
129.16666666666666,200.16666666666666,3.0,10.0
