x,y,z,t
118.16666666666667,222.83333333333334,4.0,1.0
118.83333333333333,215.83333333333334,4.0,2.0
116.16666666666667,212.5,5.0,3.0
119.16666666666667,224.83333333333334,5.0,4.0
114.16666666666667,235.83333333333334,5.0,5.0
115.5,232.16666666666666,5.0,6.0
115.83333333333333,240.16666666666666,5.0,7.0
115.75,236.375,5.0,8.0
127.25,236.875,5.0,9.0
