x,y,z,t
165.16666666666666,185.5,3.0,1.0
164.5,187.83333333333334,3.0,2.0
174.16666666666666,173.5,2.0,3.0
177.5,171.5,1.0,4.0
178.16666666666666,171.5,1.0,5.0
171.16666666666666,170.5,2.0,6.0
165.16666666666666,167.83333333333334,1.0,7.0
165.5,167.16666666666666,1.0,8.0
163.16666666666666,164.5,2.0,9.0
169.5,157.16666666666666,2.0,10.0
