x,y,z,t
110.83333333333333,174.16666666666666,3.0,1.0
111.16666666666667,175.16666666666666,3.0,2.0
107.83333333333333,197.5,4.0,3.0
102.5,214.16666666666666,5.0,4.0
91.5,219.83333333333334,5.0,5.0
88.16666666666667,228.83333333333334,5.0,6.0
72.5,246.83333333333334,5.0,7.0
68.5,255.83333333333331,5.0,8.0
