x,y,z,t
214.16666666666666,87.83333333333333,3.0,1.0
217.5,82.83333333333333,3.0,2.0
233.5,70.16666666666667,3.0,3.0
247.16666666666666,55.833333333333336,4.0,4.0
249.83333333333334,49.833333333333336,4.0,5.0
259.8333333333333,48.5,4.0,6.0
264.5,40.5,4.0,7.0
280.1666666666667,29.833333333333332,4.0,8.0
