x,y,z,t
141.83333333333334,106.16666666666667,2.0,1.0
141.83333333333334,104.5,2.0,2.0
149.83333333333334,104.16666666666667,3.0,3.0
162.5,107.16666666666667,3.0,4.0
168.16666666666666,102.16666666666667,3.0,5.0
169.16666666666666,96.16666666666667,3.0,6.0
188.83333333333334,77.5,3.0,7.0
200.83333333333334,63.5,3.0,8.0
