x,y,z,t
174.83333333333334,110.5,4.0,1.0
179.16666666666666,108.16666666666667,4.0,2.0
176.5,108.5,4.0,3.0
180.83333333333334,91.83333333333333,3.0,4.0
184.16666666666666,86.5,4.0,5.0
192.83333333333334,85.16666666666667,5.0,6.0
198.83333333333334,83.83333333333333,4.0,7.0
206.16666666666666,76.83333333333333,4.0,8.0
