x,y,z,t
95.16666666666667,185.83333333333334,3.0,1.0
95.83333333333333,186.5,3.0,2.0
91.16666666666667,204.16666666666666,4.0,3.0
95.83333333333333,204.16666666666666,3.0,4.0
100.16666666666667,210.5,4.0,5.0
112.83333333333333,226.5,5.0,6.0
117.5,246.16666666666666,5.0,7.0
112.5,247.83333333333334,5.0,8.0
