x,y,z,t
144.83333333333334,112.83333333333333,3.0,1.0
144.16666666666666,112.5,3.0,2.0
136.83333333333334,121.83333333333333,2.0,3.0
132.5,123.83333333333333,3.0,4.0
124.83333333333333,136.16666666666666,3.0,5.0
129.83333333333334,148.83333333333334,3.0,6.0
120.5,151.16666666666666,3.0,7.0
129.83333333333334,160.16666666666666,3.0,8.0
