x,y,z,t
191.16666666666666,201.83333333333334,4.0,1.0
193.83333333333334,198.83333333333334,4.0,2.0
204.5,184.5,3.0,3.0
211.16666666666666,170.5,3.0,4.0
214.16666666666666,165.16666666666666,3.0,5.0
214.5,175.5,4.0,6.0
215.16666666666666,171.83333333333334,4.0,7.0
222.16666666666666,170.83333333333334,4.0,8.0
