x,y,z,t
147.83333333333334,122.16666666666667,2.0,1.0
148.16666666666666,124.16666666666667,2.0,2.0
146.5,131.83333333333334,1.0,3.0
164.83333333333334,133.83333333333334,1.0,4.0
168.16666666666666,135.83333333333334,1.0,5.0
176.16666666666666,137.16666666666666,1.0,6.0
193.16666666666666,144.16666666666666,2.0,7.0
202.5,142.83333333333334,2.0,8.0
