x,y,z,t
177.5,147.5,2.0,1.0
173.83333333333334,153.83333333333334,2.0,2.0
162.16666666666666,150.83333333333334,1.0,3.0
155.5,156.83333333333334,2.0,4.0
149.83333333333334,155.16666666666666,3.0,5.0
154.5,157.5,4.0,6.0
154.83333333333334,153.83333333333334,5.0,7.0
157.16666666666666,159.16666666666666,5.0,8.0
