x,y,z,t
160.16666666666666,147.5,3.0,1.0
161.16666666666666,147.16666666666666,3.0,2.0
160.16666666666666,143.16666666666666,3.0,3.0
159.16666666666666,129.5,2.0,4.0
161.16666666666666,126.5,2.0,5.0
159.83333333333334,133.16666666666666,3.0,6.0
162.83333333333334,134.16666666666666,3.0,7.0
162.83333333333334,125.16666666666667,2.0,8.0
