x,y,z,t
153.5,123.16666666666667,2.0,1.0
153.83333333333334,122.83333333333333,2.0,2.0
154.83333333333334,113.5,1.0,3.0
155.5,104.83333333333333,1.0,4.0
157.16666666666666,102.16666666666667,2.0,5.0
152.83333333333334,87.83333333333333,1.0,6.0
143.83333333333334,83.16666666666667,1.0,7.0
143.16666666666666,72.5,1.0,8.0
