x,y,z,t
124.83333333333333,191.16666666666666,3.0,1.0
129.83333333333334,191.83333333333334,3.0,2.0
127.5,184.83333333333334,2.0,3.0
124.83333333333333,172.83333333333334,2.0,4.0
127.83333333333334,165.5,3.0,5.0
134.16666666666666,162.16666666666666,3.0,6.0
134.16666666666666,159.5,3.0,7.0
139.16666666666666,153.83333333333334,2.0,8.0
