x,y,z,t
181.83333333333334,201.16666666666666,4.0,1.0
181.16666666666666,201.83333333333334,4.0,2.0
174.5,200.5,4.0,3.0
175.16666666666666,198.5,4.0,4.0
177.83333333333334,195.5,4.0,5.0
177.83333333333334,192.83333333333334,4.0,6.0
175.16666666666666,192.83333333333334,4.0,7.0
173.5,188.83333333333334,4.0,8.0
