x,y,z,t
143.5,145.16666666666666,4.0,1.0
144.16666666666666,146.83333333333334,4.0,2.0
148.16666666666666,144.16666666666666,5.0,3.0
149.83333333333334,144.5,5.0,4.0
151.16666666666666,149.5,5.0,5.0
152.16666666666666,150.83333333333334,5.0,6.0
160.83333333333334,151.83333333333334,5.0,7.0
158.83333333333334,153.16666666666666,5.0,8.0
