x,y,z,t
121.83333333333333,121.83333333333333,3.0,1.0
120.83333333333333,122.83333333333333,3.0,2.0
131.5,130.16666666666666,4.0,3.0
121.83333333333333,136.16666666666666,4.0,4.0
131.16666666666666,134.5,4.0,5.0
129.83333333333334,129.83333333333334,4.0,6.0
127.83333333333334,130.5,4.0,7.0
119.83333333333333,138.5,4.0,8.0
