x,y,z,t
154.83333333333334,148.5,4.0,1.0
154.16666666666666,150.16666666666666,4.0,2.0
147.83333333333334,146.16666666666666,4.0,3.0
147.16666666666666,148.5,4.0,4.0
135.16666666666666,149.83333333333334,4.0,5.0
123.16666666666667,154.5,5.0,6.0
118.16666666666667,166.83333333333334,5.0,7.0
115.5,163.83333333333334,5.0,8.0
